file,n,m,weighted,opt,algo,con,run,rec,del
girgs/girg0200_2.soap,10001,1008858,1,1000010689,pq,25,192,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,treap,101,808,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,hollow,21,704,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,set,133,393,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,gabow,16,147,0,1
girgs/girg0200_2.soap,10001,1008858,1,1000010689,lemon,18,357,1,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,atofigh,11,731,0,13
girgs/girg0200_2.soap,10001,1008858,1,1000010689,felerius,48,136,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,spaghetti,75,366,0,0
girgs/girg0200_2.soap,10001,1008858,1,1000010689,yosupo,89,941,0,1
girgs/girg0200_2.soap,10001,1008858,1,1000010689,matrix,383,999,0,23
girgs/girg2000_5.soap,10001,10010010,1,1000009999,pq,300,2964,0,2
girgs/girg2000_5.soap,10001,10010010,1,1000009999,treap,1322,9901,0,1
girgs/girg2000_5.soap,10001,10010010,1,1000009999,hollow,194,9744,0,1
girgs/girg2000_5.soap,10001,10010010,1,1000009999,set,3147,5919,0,10
girgs/girg2000_5.soap,10001,10010010,1,1000009999,gabow,184,1490,0,2
girgs/girg2000_5.soap,10001,10010010,1,1000009999,lemon,252,1513,15,0
girgs/girg2000_5.soap,10001,10010010,1,1000009999,atofigh,149,3204,0,0
girgs/girg2000_5.soap,10001,10010010,1,1000009999,felerius,1433,3085,0,0
girgs/girg2000_5.soap,10001,10010010,1,1000009999,spaghetti,1165,6278,0,0
girgs/girg2000_5.soap,10001,10010010,1,1000009999,yosupo,908,11755,0,1
girgs/girg2000_5.soap,10001,10010010,1,1000009999,matrix,586,1028,0,22
girgs/girg1900_4.soap,10001,9509924,1,1000009999,pq,283,2672,0,2
girgs/girg1900_4.soap,10001,9509924,1,1000009999,treap,1248,9415,0,1
girgs/girg1900_4.soap,10001,9509924,1,1000009999,hollow,187,9284,0,1
girgs/girg1900_4.soap,10001,9509924,1,1000009999,set,2952,5390,0,12
girgs/girg1900_4.soap,10001,9509924,1,1000009999,gabow,178,1405,0,2
girgs/girg1900_4.soap,10001,9509924,1,1000009999,lemon,250,1444,17,0
girgs/girg1900_4.soap,10001,9509924,1,1000009999,atofigh,148,3116,0,0
girgs/girg1900_4.soap,10001,9509924,1,1000009999,felerius,1354,2974,0,0
girgs/girg1900_4.soap,10001,9509924,1,1000009999,spaghetti,1113,6022,0,0
girgs/girg1900_4.soap,10001,9509924,1,1000009999,yosupo,868,11245,0,1
girgs/girg1900_4.soap,10001,9509924,1,1000009999,matrix,595,1009,0,25
girgs/girg1600_4.soap,10001,8010362,1,1000009999,pq,236,2293,0,2
girgs/girg1600_4.soap,10001,8010362,1,1000009999,treap,1012,7889,0,1
girgs/girg1600_4.soap,10001,8010362,1,1000009999,hollow,157,7706,0,0
girgs/girg1600_4.soap,10001,8010362,1,1000009999,set,2263,4493,0,11
girgs/girg1600_4.soap,10001,8010362,1,1000009999,gabow,125,1179,0,2
girgs/girg1600_4.soap,10001,8010362,1,1000009999,lemon,169,1273,14,0
girgs/girg1600_4.soap,10001,8010362,1,1000009999,atofigh,94,2584,0,0
girgs/girg1600_4.soap,10001,8010362,1,1000009999,felerius,954,2427,0,0
girgs/girg1600_4.soap,10001,8010362,1,1000009999,spaghetti,867,4746,0,0
girgs/girg1600_4.soap,10001,8010362,1,1000009999,yosupo,728,9339,0,1
girgs/girg1600_4.soap,10001,8010362,1,1000009999,matrix,555,997,0,25
girgs/girg0800_9.soap,10001,4004271,1,1000009999,pq,103,971,0,1
girgs/girg0800_9.soap,10001,4004271,1,1000009999,treap,473,3755,0,0
